HHID	CHOSEN	INCOME	HHSIZE	NUMVEH	WOMEN	MEN	NWORK	NCHILD	NYCHILD	ETHN	DIST	NBIKES	PTRANSP	SOLARPAN	WALKBIKE	TELECO	PSENIORS	GRAD	POPDENSE	NEIGHB	SMARTPH	SPOOL	CABLE	COST
691	2	2	2	1	1	1	1	1	0	4	2.163301333	0	0	0	1	0	0	0	8540.453621	1	1	1	1	0.445490263
692	2	1	4	2	3	1	1	3	2	4	1.129988127	1	1	0	0	0	0	0	24355.44628	1	1	0	1	0.441159188
693	2	3	3	2	0	3	1	2	1	1	1.850510902	1	1	0	0	1	0	0	1103.405475	0	1	0	1	1.022211524
694	1	1	5	0	5	0	3	2	0	3	1.814026145	2	0	0	1	0	0	0	455.380492	1	4	0	0	0.608560539
695	2	2	1	1	0	1	1	0	0	1	2.168744328	0	1	0	0	0	0	0	589.2022556	0	0	1	1	0.523567423
696	2	3	5	3	2	3	1	2	0	2	2.894837034	1	0	0	1	0	1	0	809.4712429	0	2	1	1	0.567863969
697	1	2	3	1	3	0	1	2	1	4	1.639292681	0	0	0	0	0	0	0	22709.64831	0	0	0	1	0.597155691
698	2	2	3	2	2	1	2	1	0	1	5.607672367	0	1	0	0	0	0	0	660.9411814	1	0	0	1	0.424738531
699	2	1	1	0	1	0	1	0	0	4	2.41016812	0	1	0	0	0	0	0	25375.45659	1	0	1	1	0.753682329
700	2	1	2	1	1	1	1	1	0	4	2.611166239	0	0	0	0	1	0	0	351.778882	0	0	0	0	0.807794709
701	2	2	2	2	1	1	1	1	0	4	4.617412283	0	0	0	0	1	0	0	432.8493307	1	0	0	0	1.366788746
702	1	3	2	3	0	2	2	0	0	1	2.375068865	0	0	0	0	0	0	0	13474.61916	0	1	1	1	1.272410496
703	2	3	1	3	0	1	1	0	0	1	5.041103369	0	1	0	1	0	0	0	719.0739197	1	0	1	1	1.157928031
704	2	3	1	3	0	1	1	0	0	4	6.394709046	0	0	0	0	0	0	0	27009.79697	0	0	0	1	1.330717052
705	1	2	3	0	1	2	1	2	0	1	6.78266737	1	1	0	0	0	0	0	1097.42548	0	1	0	1	0.651178099
706	2	2	5	2	0	5	5	0	0	1	1.332044653	3	1	0	0	0	0	4	13585.98178	0	1	1	0	1.047332927
707	1	3	3	1	1	2	1	1	0	1	6.747947649	0	0	0	0	1	0	1	129.4011492	1	1	1	1	1.205658436
708	1	2	6	2	3	3	2	4	1	3	1.277875151	4	1	0	1	0	0	0	822.6272832	1	2	0	0	0.657023478
709	1	3	1	2	1	0	1	0	0	1	1.320421719	0	0	0	1	1	0	0	599.0248549	0	0	1	1	0.527675599
710	2	3	1	4	0	1	1	0	0	4	1.118285196	0	0	0	0	0	0	0	740.0843863	0	0	0	1	1.005884639
711	1	1	2	1	1	1	1	0	0	3	2.972641542	0	0	0	0	0	0	1	171.4698858	0	0	0	0	0.58551217
712	2	2	1	1	1	0	1	0	0	4	5.839487285	0	1	0	1	0	0	0	944.6496779	0	0	0	1	1.355890011
713	1	2	3	1	3	0	2	0	0	2	2.365806505	0	0	0	1	0	1	0	27857.35753	0	1	0	1	0.680107154
714	2	2	1	1	1	0	1	0	0	1	2.34316345	0	0	0	0	0	0	0	948.4173698	0	0	0	1	1.099704895
715	1	3	2	2	2	0	2	0	0	4	2.396254873	0	0	0	1	0	0	0	1188.010755	1	1	1	1	0.853191656
716	2	1	2	0	1	1	1	0	0	1	1.461394156	0	0	0	0	0	0	0	802.5774711	0	0	0	0	0.594079558
717	2	3	4	3	3	1	1	3	2	1	4.898790497	1	0	1	0	0	0	0	28393.249	0	1	0	1	0.571213932
718	2	1	4	0	3	1	3	0	0	4	1.536314809	0	0	0	0	0	0	0	919.7375758	0	1	0	0	0.578541907
719	2	1	1	1	1	0	1	0	0	4	2.521792989	0	0	0	1	1	0	0	30629.25449	0	0	0	0	0.97251935
720	1	3	6	2	3	3	1	4	3	1	1.822336914	1	1	0	0	1	1	1	199.5577157	0	2	0	0	1.118301957
721	1	2	1	2	0	1	1	0	0	4	2.496731324	0	0	0	0	0	0	0	1345.134443	0	0	0	0	0.709261366
722	1	2	4	1	3	1	1	1	0	4	1.861142465	1	0	1	0	0	1	0	502.7222383	0	0	0	1	0.618927816
723	2	2	2	1	0	2	1	1	0	1	2.462346025	0	0	0	0	0	0	0	23244.19968	0	0	0	1	1.28180454
724	2	1	6	1	0	6	1	2	1	3	1.576620991	4	0	0	0	0	1	0	1252.467763	0	2	0	0	1.282734789
725	1	1	2	0	1	1	2	0	0	3	2.642285758	0	1	0	0	1	0	0	14793.05426	0	1	0	1	1.233827495
726	2	1	3	2	1	2	2	0	0	1	1.537295265	1	1	0	0	0	1	0	31580.88871	0	1	0	0	1.159778608
727	2	3	2	1	2	0	1	1	0	4	5.75066146	0	0	0	0	0	0	0	1067.388876	1	1	1	1	0.645315908
728	2	1	1	0	0	1	1	0	0	2	1.461044816	0	1	0	1	0	0	0	250.7541079	1	0	0	0	1.369033317
729	2	1	7	0	6	1	1	1	0	2	2.733118181	5	0	0	0	0	1	5	631.3781636	0	5	0	0	1.309597855
730	2	2	6	2	1	5	3	2	1	3	1.521177584	4	0	0	0	0	0	0	19370.30189	0	3	0	0	0.57586326
731	2	2	1	2	1	0	1	0	0	4	2.684313704	0	1	0	0	0	0	0	711.8059029	0	0	0	0	0.761421112
732	2	2	1	1	0	1	1	0	0	4	1.629444299	0	0	0	0	0	0	0	15996.52062	0	0	0	1	1.23147479
733	1	3	1	3	0	1	1	0	0	3	1.400442684	0	1	0	0	0	0	0	735.9363365	0	0	1	1	0.817188613
734	2	1	1	1	1	0	1	0	0	4	2.327084394	0	1	0	1	0	0	0	215.4649531	0	0	0	0	1.082651464
735	2	1	2	2	2	0	1	1	0	4	7.064353544	0	0	1	0	0	0	0	231.8370428	1	1	0	0	0.519687639
736	2	2	2	2	2	0	2	0	0	1	5.424336677	0	1	0	1	0	0	0	302.0404957	0	1	1	1	0.959073961
737	2	2	4	1	1	3	1	3	0	4	5.452632536	0	0	0	0	0	0	0	4993.320467	0	3	0	1	1.012483381
738	2	2	2	0	0	2	1	0	0	1	2.484971668	0	1	0	1	0	0	0	976.6505678	0	0	1	1	1.299208292
739	2	2	3	1	2	1	1	2	1	4	1.647644501	0	0	0	0	0	0	0	792.8229514	0	1	1	0	1.361619512
740	2	1	4	1	2	2	1	2	1	1	2.293457877	0	1	0	0	0	0	0	505.8067344	1	2	1	0	0.412620226
741	2	2	2	0	0	2	1	0	0	4	1.221918606	0	1	0	1	0	1	0	631.7231779	0	1	0	1	1.230042257
742	2	1	4	1	0	4	2	0	0	1	4.263177447	0	0	0	0	0	1	3	945.7499983	0	0	0	0	0.689681448
743	1	2	2	1	0	2	1	1	0	4	1.809362735	0	0	0	0	0	0	0	625.1158472	0	1	1	1	0.531103364
744	1	2	4	1	3	1	3	1	0	1	6.686435303	0	1	0	1	0	0	0	955.4440657	0	2	0	1	0.515905811
745	1	1	1	1	0	1	1	0	0	4	1.355668061	0	0	0	0	0	0	0	8980.296135	0	0	0	0	0.614740566
746	2	2	2	1	1	1	1	0	0	1	1.588351097	0	1	0	1	0	1	0	1263.645751	1	1	1	0	0.914143325
747	2	1	3	1	1	2	1	0	0	4	2.75003241	1	0	0	0	1	1	2	579.0199999	1	1	0	0	0.76572718
748	2	2	3	1	1	2	3	0	0	1	2.83999225	1	1	0	1	1	0	2	1026.367227	1	1	1	1	1.166758904
749	2	3	3	3	2	1	1	1	0	1	1.375583342	0	0	0	0	0	1	0	25723.62871	0	0	1	1	0.920012371
750	2	1	5	1	1	4	1	3	2	1	2.254718863	3	0	0	0	0	0	1	31423.78272	1	2	0	0	1.125612161
751	2	1	1	1	1	0	1	0	0	4	1.655305787	0	0	0	0	0	0	0	7225.562862	0	0	0	0	0.83766527
752	2	2	5	0	4	1	2	0	0	1	2.004554741	1	0	0	0	1	0	0	9927.250559	0	0	1	1	0.69087635
753	2	2	3	1	1	2	3	0	0	1	1.389498862	0	0	0	0	0	0	2	12451.09075	0	0	0	1	0.949212536
754	2	2	3	2	0	3	2	0	0	3	2.333777181	1	1	0	1	0	1	0	29808.027	1	1	0	1	1.380503308
755	2	1	4	1	4	0	1	3	0	1	2.734707127	1	0	0	0	0	0	0	827.1938229	1	0	0	1	0.842320459
756	1	2	1	2	1	0	1	0	0	3	2.669437758	0	0	0	0	1	0	0	758.9202946	0	0	0	0	0.578459115
757	1	1	3	0	0	3	2	0	0	1	1.02051176	1	0	0	0	0	1	2	648.9470076	1	2	0	0	1.382608435
758	1	2	4	1	2	2	3	1	0	1	1.465407209	0	0	0	0	1	0	0	634.4676019	0	2	1	0	0.996998635
759	2	1	2	1	1	1	2	0	0	1	1.894578185	0	1	0	0	1	0	0	12128.74275	0	1	0	0	1.196104366
760	1	1	1	1	0	1	1	0	0	1	3.01763987	0	0	0	1	0	0	0	1186.505826	1	0	0	1	0.486609799
761	1	1	2	0	1	1	1	0	0	3	2.322309186	0	0	1	0	0	0	0	19187.4914	0	1	0	1	0.64769838
762	2	3	5	2	4	1	1	2	0	4	2.682172408	3	0	0	0	0	1	0	30789.11967	0	1	1	0	1.33910976
763	2	3	3	1	1	2	2	1	0	1	0.861056342	0	0	0	0	0	0	0	29829.19551	0	0	1	1	0.792046843
764	2	2	1	1	1	0	1	0	0	4	1.39904026	0	1	0	1	0	0	0	429.3358299	0	0	0	0	1.399905484
765	2	1	1	2	0	1	1	0	0	4	1.561363501	0	0	0	0	0	0	0	788.4554773	0	0	0	0	0.833748602
766	2	1	3	1	1	2	1	1	0	4	1.660675093	0	0	0	1	0	1	0	17307.88066	0	0	0	0	1.075008865
767	2	1	1	0	1	0	1	0	0	3	1.674840233	0	0	1	0	0	0	0	13939.06229	0	0	0	0	0.67287866
768	2	2	2	1	1	1	1	1	0	1	2.120914797	0	0	0	0	1	0	0	10843.50325	1	0	1	0	1.071605129
769	2	1	1	2	0	1	1	0	0	1	5.809858694	0	1	0	0	0	0	0	764.5288654	0	0	0	0	0.414186223
770	2	1	3	2	1	2	1	2	0	4	1.392632836	1	0	0	1	0	0	0	620.4600161	0	1	0	0	0.405618895
771	2	1	1	1	0	1	1	0	0	1	1.77919369	0	0	0	0	0	0	0	900.8875449	0	0	0	0	1.095252589
772	2	1	2	1	1	1	1	1	0	1	1.372015072	0	0	0	1	0	0	0	945.6807548	0	1	0	0	0.663531047
773	2	1	1	0	0	1	1	0	0	3	2.409427514	0	0	0	1	0	0	0	1057.596955	0	0	0	0	1.365580273
774	2	3	3	1	1	2	1	1	0	2	1.659425281	1	0	0	0	1	1	1	510.1609814	0	1	1	1	1.119785793
775	2	3	4	3	3	1	1	2	0	4	2.344129254	0	0	0	0	0	1	1	685.5684636	0	1	0	1	0.974349791
776	2	1	3	1	2	1	1	2	0	4	1.600888769	0	1	0	0	1	0	0	23957.04794	1	1	1	0	0.466637668
777	1	2	1	2	0	1	1	0	0	3	2.104645336	0	0	0	1	0	0	0	736.3164512	1	0	0	0	0.722224585
778	2	2	4	1	4	0	2	0	0	4	1.62182136	1	1	0	0	0	0	3	830.8484923	0	2	1	0	0.855219448
779	1	1	1	1	1	0	1	0	0	4	1.258682998	0	0	0	0	0	0	0	24579.75174	1	0	0	0	0.436290021
780	2	2	1	1	1	0	1	0	0	1	4.718643368	0	0	0	0	1	0	0	1474.679726	0	0	1	0	0.919893903
781	2	3	4	2	2	2	2	1	0	3	1.496461461	1	1	0	1	0	1	0	11812.46841	0	0	0	1	1.150477262
782	2	1	1	1	1	0	1	0	0	3	1.629550533	0	1	0	0	0	0	0	724.6421576	0	0	0	0	0.982585061
783	1	2	4	2	2	2	1	2	1	2	1.26922844	1	0	1	0	0	1	0	23795.04738	1	0	0	0	1.135256571
784	1	2	3	1	3	0	3	0	0	1	2.131195055	1	0	0	0	0	0	0	756.5957803	1	2	0	0	0.629323375
785	1	3	2	3	2	0	1	1	0	4	2.71419567	0	0	0	0	0	0	0	430.3931066	0	1	0	1	1.249222101
786	2	1	4	1	2	2	1	2	0	4	2.536188766	2	0	0	0	0	1	1	370.466716	0	3	0	0	1.021605111
787	2	2	3	2	2	1	1	0	0	3	2.987605663	0	0	0	0	0	1	2	29028.21943	0	2	0	0	0.432331434
788	1	1	1	1	0	1	1	0	0	4	2.154033546	0	0	0	0	0	0	0	1126.36492	0	0	0	0	0.67441304
789	2	2	5	1	2	3	1	2	0	3	1.34380923	3	0	1	0	0	1	0	1120.087978	0	3	0	0	1.021382478
790	2	3	3	1	3	0	1	0	0	1	1.501339675	0	0	0	0	0	1	0	15962.07988	0	2	0	0	0.625732238
791	2	1	2	2	2	0	2	0	0	1	0.915934752	0	0	0	0	0	0	0	944.3897045	0	1	0	0	0.755837615
792	2	1	2	1	1	1	1	1	0	1	1.65003724	0	0	0	0	0	0	0	10068.92692	0	0	0	0	0.550000194
793	1	3	6	3	5	1	1	4	0	1	5.015276261	0	0	0	0	0	1	1	545.5285557	0	4	0	1	0.964929129
794	2	3	2	3	0	2	1	1	0	1	2.399341457	0	0	0	0	1	0	0	748.1791001	0	0	0	1	1.21818146
795	1	3	3	1	2	1	1	1	0	4	1.752332649	1	1	0	0	0	0	0	370.4533967	0	0	0	1	0.412234448
796	1	2	1	2	0	1	1	0	0	1	1.531918326	0	0	0	0	0	0	0	22937.29112	0	0	0	1	0.90450891
797	1	1	1	0	1	0	1	0	0	3	1.746176259	0	0	0	0	0	0	0	385.555639	1	0	0	0	0.45707727
798	2	1	6	0	3	3	1	5	1	1	2.811064064	4	0	0	1	0	0	0	978.507015	0	0	0	0	1.287612189
799	1	2	3	2	2	1	1	0	0	4	5.869792286	0	0	0	0	0	0	0	13172.32662	0	1	1	0	0.491385834
800	2	1	3	0	3	0	1	2	0	1	4.319817627	0	0	0	1	0	0	0	196.6999728	0	2	0	0	1.215638619
801	2	2	1	2	1	0	1	0	0	4	3.099593333	0	1	1	1	0	0	0	989.5250057	0	0	0	0	0.656556246
802	2	2	1	2	0	1	1	0	0	3	2.613230479	0	0	0	0	0	0	0	550.3349072	0	0	1	1	1.212694882
803	2	2	7	0	4	3	4	2	1	3	2.14093637	4	0	0	0	0	1	0	880.3897397	0	3	1	0	0.590238167
804	1	3	3	1	3	0	2	0	0	1	2.085835253	1	0	0	1	0	1	0	25731.9807	0	1	0	1	0.569936595
805	1	1	2	2	0	2	1	1	0	1	2.816051555	0	0	0	1	1	0	0	1216.935884	1	0	1	0	0.683171998
806	2	1	2	0	2	0	1	0	0	4	1.749196033	0	0	0	0	0	0	0	415.8919653	0	1	0	1	1.027616373
807	2	2	1	2	1	0	1	0	0	4	1.588232916	0	0	0	0	0	0	0	19067.05215	0	0	0	1	0.639028377
808	2	3	2	2	0	2	1	0	0	4	1.643053841	0	1	1	1	0	0	0	502.6379683	0	0	1	1	1.334461786
809	2	2	2	1	1	1	1	1	0	1	1.292786072	0	0	0	0	1	0	0	793.0107841	1	1	1	1	1.079882784
810	2	1	4	0	3	1	1	2	0	4	1.999535222	0	0	0	1	0	1	1	1078.556974	0	2	0	0	0.647016445
811	1	1	3	0	2	1	1	1	0	1	0.929773053	1	0	0	0	0	1	1	942.1464446	0	2	0	1	0.616352393
812	1	2	3	2	3	0	1	2	1	1	1.307532482	1	0	0	0	0	0	0	1261.432629	0	1	0	1	1.066746449
813	2	1	1	1	0	1	1	0	0	4	5.599800427	0	0	0	0	1	0	0	910.075563	0	0	0	0	1.034355919
814	2	3	3	2	2	1	1	0	0	1	1.267187355	0	0	0	1	0	1	0	171.445613	0	0	0	1	0.414733595
815	1	2	3	1	2	1	1	2	1	4	1.184519095	1	0	0	0	0	0	0	306.0851849	0	0	0	0	0.762932264
816	1	1	2	0	2	0	1	1	0	4	2.382798316	0	0	0	0	0	0	0	1213.276388	1	0	1	0	0.690774819
817	2	1	2	1	0	2	1	1	0	1	4.934541317	0	0	1	0	1	0	0	933.5375815	0	0	0	0	0.894496467
818	2	1	1	1	0	1	1	0	0	2	4.719418073	0	0	0	0	1	0	0	591.7571544	0	0	0	0	0.61265605
819	2	3	1	1	0	1	1	0	0	4	0.859793497	0	1	0	1	0	0	0	464.5379946	0	0	0	1	0.863631469
820	1	2	1	1	1	0	1	0	0	4	6.374678687	0	1	0	0	1	0	0	1021.851615	0	0	0	0	1.313209309
821	2	1	1	2	0	1	1	0	0	4	1.359174557	0	0	1	0	0	0	0	19276.24174	0	0	0	0	1.036611208
822	2	1	2	0	1	1	1	1	0	4	6.055346014	0	0	0	0	0	0	0	804.5012758	1	0	0	0	1.285174094
823	1	2	4	1	0	4	1	1	0	1	3.214485474	1	0	0	1	0	1	0	911.7955925	0	1	0	0	0.987968325
824	1	3	3	3	1	2	3	0	0	4	4.901966418	1	0	0	0	0	0	0	942.6836132	1	1	1	0	1.368965778
825	1	1	3	0	2	1	1	2	1	1	6.411291362	1	0	0	0	0	0	0	333.7070096	0	0	0	0	0.890055031
826	2	1	4	1	1	3	1	3	2	3	1.221126395	0	1	0	0	0	0	0	1013.552337	0	0	0	0	1.169443902
827	2	3	1	2	0	1	1	0	0	3	2.118741467	0	0	0	0	0	0	0	26949.02948	0	0	1	1	0.772122867
828	2	3	3	1	2	1	1	1	0	4	2.539237993	1	0	0	0	0	0	0	963.9875023	0	0	1	1	0.713795903
829	2	1	3	0	3	0	1	1	0	1	1.689434728	1	0	0	0	0	0	1	597.5375408	0	0	0	0	0.860791182
830	2	3	5	1	0	5	1	3	2	3	2.077349405	2	0	0	0	0	1	1	17862.96111	1	0	1	1	0.710361008
831	2	1	3	1	1	2	1	2	1	4	1.920576619	1	0	0	1	0	0	0	100.0898186	1	1	0	0	0.860196129
832	2	1	2	0	1	1	1	1	0	1	1.913739643	0	1	0	0	1	0	0	861.5694224	0	0	0	0	0.416575418
833	2	3	2	2	1	1	1	1	0	4	2.733195502	0	1	0	1	0	0	0	531.1738129	0	1	0	1	0.549035286
834	1	2	4	0	4	0	1	3	2	1	2.585778997	2	0	0	0	0	0	0	80.32652977	0	1	0	1	0.603686443
835	1	2	2	2	1	1	1	0	0	2	2.436322886	0	0	0	0	0	1	0	533.5094075	0	0	0	1	0.871731577
836	2	2	4	2	4	0	4	0	0	4	1.700827425	2	1	0	0	1	0	0	1199.698937	0	3	0	0	0.729034327
837	2	2	1	0	1	0	1	0	0	1	4.631244766	0	0	0	0	0	0	0	431.2907103	0	0	0	1	1.331258676
838	2	2	1	1	1	0	1	0	0	1	2.166603931	0	0	0	0	1	0	0	404.9019364	0	0	0	0	1.238516078
839	1	1	2	0	1	1	2	0	0	4	1.791467842	0	1	0	0	0	0	1	1030.159378	0	0	0	0	1.062705475
840	2	1	2	0	1	1	2	0	0	4	1.629846685	0	0	1	1	0	0	0	1178.29459	0	1	0	0	0.577419165
841	2	1	2	2	1	1	1	1	0	4	2.20045816	0	0	0	0	0	0	0	1276.759478	0	0	0	0	0.916099163
842	2	3	3	2	2	1	1	1	0	1	2.381174787	0	1	0	0	1	0	0	8473.561331	1	0	1	1	1.002330834
843	2	2	3	2	2	1	2	1	0	2	1.728854078	1	1	0	0	0	0	0	23000.79105	1	1	0	1	0.907237247
844	2	3	2	1	2	0	1	1	0	4	1.307720544	0	0	0	0	0	0	0	11513.90481	0	1	1	1	0.937427222
845	2	2	2	0	1	1	2	0	0	1	1.16124869	0	0	0	0	0	0	0	15644.13806	0	0	1	1	1.034395464
846	2	3	1	2	1	0	1	0	0	4	2.26393954	0	0	1	0	0	0	0	1127.085123	1	0	1	0	0.712089383
847	2	3	4	2	4	0	1	3	1	3	1.79021357	2	1	0	0	0	0	0	521.8856553	0	2	0	1	0.997271417
848	1	2	2	1	2	0	1	0	0	4	1.088435302	0	0	0	1	0	1	0	938.1994897	1	0	0	0	0.467303214
849	2	2	5	1	2	3	4	1	0	1	3.0726954	3	0	0	1	0	0	3	460.2985086	1	3	0	1	0.929196654
850	1	2	2	2	2	0	1	1	0	2	1.826610814	0	0	0	0	0	0	0	730.6065501	0	0	0	1	0.803799647
851	2	2	3	1	1	2	2	1	0	1	2.476005998	0	1	1	0	0	0	0	1148.408999	1	1	0	0	1.252563814
852	2	2	3	2	3	0	1	1	0	4	1.289576977	1	0	0	0	0	1	0	11043.23316	0	0	1	0	0.43155496
853	1	3	2	1	0	2	1	0	0	1	1.812367692	0	0	0	1	0	0	0	670.762618	0	0	1	1	0.753240257
854	2	2	4	0	1	3	1	3	1	4	1.687061811	2	0	0	0	1	0	0	813.3991062	0	0	0	1	1.153665606
855	2	3	1	2	0	1	1	0	0	4	1.043403681	0	0	0	0	0	0	0	22355.28518	0	0	1	1	0.729599919
856	2	3	2	2	1	1	1	1	0	4	5.229241657	0	1	1	0	1	0	0	1096.102102	0	0	0	1	0.775259134
857	2	2	4	0	3	1	1	3	2	4	1.435808643	0	1	0	0	0	0	0	586.8341034	1	1	1	0	0.8706772
858	1	2	3	1	0	3	2	0	0	2	2.97365015	1	0	0	0	0	0	2	749.3434668	0	2	0	0	0.477963223
859	2	2	1	2	1	0	1	0	0	1	2.302548573	0	0	0	0	1	0	0	17093.17829	0	0	0	0	0.885207113
860	2	1	2	0	1	1	1	0	0	4	1.142039302	0	1	0	0	0	1	1	644.6578829	0	1	0	1	0.849128061
861	2	2	2	0	1	1	1	1	0	1	7.016526773	0	0	0	1	0	0	0	373.8221972	0	1	1	0	0.577090358
862	2	2	6	0	2	4	4	2	1	4	1.714935408	1	0	0	1	0	0	0	1458.758123	1	2	1	0	1.367356376
863	2	2	1	1	0	1	1	0	0	2	3.105104225	0	0	0	1	0	0	0	10535.27761	0	0	0	1	0.660954765
864	2	2	2	1	1	1	1	0	0	1	4.550639589	0	0	0	0	0	1	0	14771.26555	1	0	0	1	1.096165186
865	1	3	3	2	1	2	1	2	1	2	1.092059229	0	0	0	1	0	0	0	423.2980079	1	1	0	1	0.608867818
866	2	2	3	1	3	0	3	0	0	4	1.347585864	0	0	0	1	0	0	2	688.5211892	1	2	0	1	0.541672098
867	1	2	5	1	4	1	2	1	0	4	1.211486316	1	0	0	1	0	1	3	1319.575738	0	4	0	0	0.585583769
868	1	2	3	1	2	1	1	0	0	3	2.192052961	0	1	0	0	1	0	2	210.1670139	0	0	0	1	0.926975134
869	2	1	3	0	2	1	1	2	0	3	1.503089021	0	0	0	0	0	0	0	421.8500295	0	2	0	0	0.4872844
870	2	1	2	2	2	0	1	1	0	4	2.632340646	0	0	0	0	0	0	0	444.8794635	0	0	0	0	1.149457322
871	1	2	1	1	0	1	1	0	0	4	1.78462444	0	0	0	1	0	0	0	27934.76176	0	0	0	0	0.704898588
872	2	3	4	4	3	1	3	0	0	4	1.592909039	0	0	0	0	0	0	3	27259.79402	0	2	0	1	0.893122911
873	2	2	1	1	1	0	1	0	0	1	3.083123271	0	0	0	1	0	0	0	886.6745044	0	0	0	0	1.044676733
874	2	2	2	0	1	1	1	0	0	4	2.740321207	0	0	1	1	1	1	0	872.3918083	0	1	1	0	1.233036589
875	2	2	2	0	2	0	1	1	0	1	2.833338377	0	0	0	1	1	0	0	714.8599983	1	0	1	0	0.576519605
876	2	3	1	4	0	1	1	0	0	4	4.359506527	0	0	0	0	0	0	0	810.3111989	0	0	0	1	0.670755832
877	2	3	6	3	5	1	3	0	0	1	2.848191036	3	0	0	0	0	1	5	20842.70081	0	4	1	1	1.343047916
878	2	1	2	1	1	1	1	0	0	2	3.195461655	0	0	0	0	1	1	0	307.0470952	0	1	0	0	1.056884803
879	2	2	3	1	0	3	2	0	0	2	2.96552684	1	1	0	1	0	1	2	1173.229986	0	2	0	0	0.806355789
880	1	2	2	2	1	1	2	0	0	4	2.720383327	0	0	0	1	0	0	0	384.7529555	0	0	0	1	1.129816698
881	2	1	1	1	0	1	1	0	0	2	1.793990348	0	1	0	0	0	0	0	75.64117344	0	0	1	0	0.520482937
882	1	2	5	1	2	3	3	1	0	1	2.768849061	0	0	0	0	1	1	0	989.2998124	1	0	0	1	0.470797746
883	2	1	3	2	0	3	3	0	0	4	2.535033636	1	0	0	1	0	0	2	556.3201995	0	2	0	0	0.931693043
884	1	2	2	1	1	1	2	0	0	4	2.645400115	0	0	0	1	0	0	0	567.6681398	0	1	0	1	1.399995836
885	2	1	1	1	1	0	1	0	0	1	2.220716291	0	0	0	0	0	0	0	925.0701732	0	0	0	0	0.673694403
886	2	3	2	2	1	1	1	0	0	4	1.89231994	0	0	0	1	0	0	0	117.4277936	0	0	0	0	0.530857334
887	2	1	1	0	1	0	1	0	0	1	1.660079229	0	0	0	0	0	0	0	689.2695679	0	0	0	0	1.29856558
888	2	1	3	0	3	0	3	0	0	4	1.961008667	1	0	0	0	0	0	2	493.2720776	0	2	0	0	1.326802268
889	2	1	3	0	2	1	2	0	0	1	2.901831358	1	0	0	0	0	0	0	539.1508079	0	0	0	0	0.850020889
890	2	3	3	2	2	1	1	0	0	1	2.117891849	0	0	0	0	0	1	0	26328.04895	0	2	1	1	0.967881069
891	2	1	1	0	1	0	1	0	0	1	1.496024459	0	0	0	0	0	0	0	213.1480147	1	0	0	0	0.957659932
892	2	2	1	1	1	0	1	0	0	4	2.374168953	0	0	0	0	0	0	0	810.314321	1	0	0	1	1.391036992
893	2	1	3	1	0	3	3	0	0	4	2.710446659	0	0	0	0	1	0	2	895.8511604	1	1	0	0	0.486365837
894	1	2	3	1	3	0	2	1	0	1	1.000765652	0	0	0	0	0	0	0	1515.69785	1	0	0	0	1.346132477
895	2	1	1	1	1	0	1	0	0	2	6.307947062	0	0	0	0	1	0	0	1120.4558	0	0	0	0	1.275378249
896	2	3	2	1	2	0	1	1	0	1	3.000502769	0	1	0	1	0	0	0	29198.1461	0	1	1	1	1.269142763
897	1	3	3	1	3	0	3	0	0	4	2.546569766	1	0	0	0	1	0	2	697.7560482	0	1	0	1	0.95124321
898	2	3	5	2	0	5	2	2	0	4	1.134846275	0	1	0	1	1	0	2	30858.33754	0	0	0	1	1.159530025
899	2	2	1	1	0	1	1	0	0	1	5.62149282	0	0	0	1	0	0	0	15668.18009	0	0	0	0	0.956425927
900	2	3	4	3	1	3	1	3	0	4	1.410555244	2	0	0	0	0	0	0	1015.645661	1	3	1	0	1.155557858
901	2	3	4	2	0	4	1	3	1	1	1.909004091	2	1	0	0	0	0	0	1196.017785	0	2	1	1	0.925816852
902	2	2	2	0	1	1	1	0	0	3	2.225587283	0	1	0	0	1	0	0	1011.704645	0	0	1	1	0.820666385
903	1	1	3	1	2	1	1	2	1	1	1.503475331	0	0	0	0	0	0	0	1149.042551	1	1	0	0	0.789040289
904	2	3	2	2	0	2	1	0	0	4	1.945973753	0	0	1	1	0	0	1	712.8002258	0	1	0	0	1.113730097
905	1	2	7	1	1	6	2	3	2	3	2.463524776	3	0	0	0	0	1	0	18504.68319	0	0	1	0	1.266356539
906	2	2	2	0	2	0	1	1	0	1	2.135755056	0	0	0	0	0	0	0	196.8241573	1	0	0	1	1.104164547
907	2	1	3	2	1	2	1	2	0	3	1.298931307	0	0	0	1	0	0	0	196.8387969	1	0	0	0	1.18781446
908	2	1	2	0	0	2	1	0	0	4	3.118756197	0	0	0	1	0	0	1	21513.84155	0	0	0	0	1.115488893
909	2	1	1	0	1	0	1	0	0	4	4.796667565	0	0	0	0	0	0	0	14577.51474	0	0	0	0	1.136958133
910	2	1	2	2	1	1	2	0	0	3	1.674897909	0	0	0	1	0	0	0	721.0342528	0	1	0	1	1.018978592
911	2	3	2	1	1	1	2	0	0	1	1.462251647	0	1	0	1	1	0	1	895.3145698	1	0	0	1	0.398817494
912	2	1	3	2	2	1	1	2	1	4	5.429903672	0	0	0	0	0	0	0	357.3170601	0	1	0	0	0.859723791
913	1	1	7	0	3	4	1	5	1	4	1.472349713	5	0	0	0	1	1	1	448.7202774	0	2	0	0	0.455904435
